

"Board Report"
"Save Time: 01/02/2015 10:19:37"
"User Name:c1ghutx8"
""

"Total 1,579 Records"

"NE","Board Name","Board Type","NE Type","Subrack ID","Slot ID","Hardware Version","Software Version","Serial Number","Alias","Remarks","Customized Column","Subrack Type","NE ID","Board Bar Code","BIOS Version","FPGA Version","Board Status","Board BOM Item","Management","Description","Manufacture Date"
MLBVVRMEO03.01,MR8,TNF1MR8 (TNF1MR801),OptiX OSN 1800,0,4,VER.A,1.10,--,--,DIR: al- VRCZVRMOO0N WDM_OT40_055ZSUR,-,OptiX OSN 1800 1U Subrack,12-2016,030JYU10A9000022,/,/,Normal,03030JYU,--,"OptiX OSN 1800,TNF1MR801,8-Channel Optical Add/Drop Multiplexing Board(192.1/192.2/192.3/192.4/192.5/192.6/192.7/192.8THz),DWDM",2010-09-24
CRGOVRCGO00.01,MR8,TNF1MR8 (TNF1MR801),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-VEZAVRVEO00 WDM_OT40_017USUR,-,OptiX OSN 1800 2U Subrack,12-2052,030JYU10B9000107,/,/,Normal,03030JYU,--,"OptiX OSN 1800,TNF1MR801,8-Channel Optical Add/Drop Multiplexing Board(192.1/192.2/192.3/192.4/192.5/192.6/192.7/192.8THz),DWDM",2011-09-11
CRGOVRCGO00.01,MR8,TNF1MR8 (TNF1MR801),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CRFOVRCFO00 WDM_OT40_017USUR,-,OptiX OSN 1800 2U Subrack,12-2052,030JYU10B9000124,/,/,Normal,03030JYU,--,"OptiX OSN 1800,TNF1MR801,8-Channel Optical Add/Drop Multiplexing Board(192.1/192.2/192.3/192.4/192.5/192.6/192.7/192.8THz),DWDM",2011-09-11
CELYGJAZO22.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-JSAAGJSJO01 WDM_OT40_129ZCEN,-,OptiX OSN 1800 2U Subrack,12-3131,030KAA10C3000155,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-03-30
TCTIXBTEO0F.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR401_(1471/1491/1511/1531nm),CWDM",-,OptiX OSN 1800 2U Subrack,12-72,030KAC10B8000004,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-08-05
NAVAXDNVO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-PDNGXDADO0A WDM_OT40_003ZNTE,-,OptiX OSN 1800 2U Subrack,12-1006,030JVE10B5000178,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-20
NAVAXDNVO04.01,MR8,TNF1MR8 (TNF1MR805),OptiX OSN 1800,0,4,VER.A,1.10,--,--,DIR: al-PDNGXDADO0A WDM_OT40_003ZNTE C,-,OptiX OSN 1800 2U Subrack,12-1006,030KAH10C4000008,/,/,Normal,03030KAH,--,"OptiX OSN 1800,TNF1MR805,8-Channel Optical Add/Drop Multiplexing Board(195.3/195.4/195.5/195.6/195.7/195.8/195.9/196.0THz),DWDM",2012-04-03
NAVAXDNVO04.01,MR8,TNF1MR8 (TNF1MR805),OptiX OSN 1800,0,5,VER.A,1.10,--,--,DIR: al-ALLNXDAEO07 WDM_OT40_003ZNTE C,-,OptiX OSN 1800 2U Subrack,12-1006,030KAH10C4000001,/,/,Normal,03030KAH,--,"OptiX OSN 1800,TNF1MR805,8-Channel Optical Add/Drop Multiplexing Board(195.3/195.4/195.5/195.6/195.7/195.8/195.9/196.0THz),DWDM",2012-04-03
NAVAXDNVO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"DIR: al-ALLNXDAEO07 WDM_OT40_003ZNTE
",-,OptiX OSN 1800 2U Subrack,12-1006,030JVE10B5000210,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-20
SJBTOATTO0R.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TRVLVRTRO05 WDM_OT40_113ZSUR,-,OptiX OSN 1800 2U Subrack,12-2462,030KAA10DB000015,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-11-12
QRTRXBQUO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-33,030KAA10B9000116,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-18
QRTRXBQUO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-33,030KAA10B9000134,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-18
SLRCXRSNO0G.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-35,030KAA10B9000140,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-18
BNJZXBBEO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-34,030KAA10B9000170,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-23
BNJZXBBEO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-34,030KAA10B9000169,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-23
BNJZXBBEO00.02,MR8,TNF1MR8 (TNF1MR805),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR805_(195.3/195.4/195.5/195.6/195.7/195.8/195.9/196.0THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-76,030KAH10C3000051,/,/,Normal,03030KAH,--,"OptiX OSN 1800,TNF1MR805,8-Channel Optical Add/Drop Multiplexing Board(195.3/195.4/195.5/195.6/195.7/195.8/195.9/196.0THz),DWDM",2012-03-24
MXLCXBGOO0K.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-32,030KAA10B9000166,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-22
SLRCXRSNO0G.02,MR8,TNF1MR8 (TNF1MR805),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR805_(195.3/195.4/195.5/195.6/195.7/195.8/195.9/196.0THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-89,030KAH10C3000063,/,/,Normal,03030KAH,--,"OptiX OSN 1800,TNF1MR805,8-Channel Optical Add/Drop Multiplexing Board(195.3/195.4/195.5/195.6/195.7/195.8/195.9/196.0THz),DWDM",2012-03-24
MRWZOASAO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-OAXCOAATO01 WDM_OT40_317ZSUR,-,OptiX OSN 1800 2U Subrack,12-2156,030KAA10BC000021,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-12-25
SNWLVRSMO00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CRDBVRDCO05 WDM_CT08_069USUR,-,OptiX OSN 1800 2U Subrack,12-2237,030KAC10C1000013,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2012-01-15
CRDBVRDCO05.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SNWLVRSMO00 WDM_CT08_069USUR,-,OptiX OSN 1800 2U Subrack,12-2238,030KAC10C1000004,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2012-01-09
PAVJVRPOO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CHCXVRCHO01 WDM_OT40_054ZSUR,-,OptiX OSN 1800 2U Subrack,12-2028,030JVE10B5000115,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-15
CHCXVRCHO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-PAVJVRPOO01 WDM_OT40_054ZSUR,-,OptiX OSN 1800 2U Subrack,12-2025,030JVE10B5000143,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-16
CHCXVRCHO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-JSCLVRCCO06 WDM_OT40_054ZSUR,-,OptiX OSN 1800 2U Subrack,12-2025,030JVE10B5000129,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-15
VRCZVRVEO00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-2058,030KAC10B8000014,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-08-05
VRCZVRMTO00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-2060,030KAC10B8000022,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-08-09
VRCZVRLEO0M.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,6,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-2057,030KAC10B8000040,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-08-10
VRCZVRLEO0M.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-2057,030KAC10B8000031,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-08-09
VRCZVRLEO0M.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,5,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-2057,030KAC10B8000038,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-08-10
VRCZVRCIO00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,-,-,OptiX OSN 1800 2U Subrack,12-2059,030KAC10B5000026,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-05-16
XMTKYUXTO00.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-MERDYUYAO1C ANILLO_OT40_207ZSUR,-,OptiX OSN 1800 2U Subrack,12-2102,030JVE10B5000087,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-13
XMTKYUXTO00.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-MERDYUSEO06  ANILLO_OT40_207ZSUR,-,OptiX OSN 1800 2U Subrack,12-2102,030JVE10C7000084,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-07-28
XMTKYUXTO00.01,MR4,TNF1MR4 (TNF1MR412),OptiX OSN 1800,0,5,VER.A,1.10,--,--,DIR: al-MERDYUYAO1C ANILLO_OT40_207ZSUR C,-,OptiX OSN 1800 2U Subrack,12-2102,030JYV10D4000003,/,/,Normal,03030JYV,--,"OptiX OSN 1800,TNF1MR412,4-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2THz),DWDM",2013-04-17
XMTKYUXTO00.01,MR4,TNF1MR4 (TNF1MR412),OptiX OSN 1800,0,4,VER.A,1.10,--,--,DIR: al-MERDYUSEO06  ANILLO_OT40_207ZSUR C,-,OptiX OSN 1800 2U Subrack,12-2102,030JYV10D4000005,/,/,Normal,03030JYV,--,"OptiX OSN 1800,TNF1MR412,4-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2THz),DWDM",2013-04-17
MZTRVRMTO0F.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-ITCCVRIXO001 WDM_OT08_028ZSUR,-,OptiX OSN 1800 2U Subrack,12-2140,030KAC10BC000036,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-12-22
SYPYXCSPO03.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CMPHXCCAO0Q WDM_CT08_204ZSUR,-,OptiX OSN 1800 2U Subrack,12-2033,030KAC10B1000021,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-01-08
JLANJASJO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM
DIR: al-SDALJASDO00-MR8-1/7/9_Sn. Diego de Alejandría",-,OptiX OSN 1800 2U Subrack,12-4043,030KAA10C2000003,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-02-16
JLANJASJO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM
DIR: al-SMEAJASMO03-MR8-1/7/9_Sn. Miguel el Alto",-,OptiX OSN 1800 2U Subrack,12-4043,030KAA10C2000033,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-02-16
SMEAJASMO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM
DIR: al-JLANSJASJO00-MR8-1/6/9_San Julián",-,OptiX OSN 1800 2U Subrack,12-4042,030KAA10B9000053,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-10
SMEAJASMO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM
DIR: al-JLANSJASJO00-MR8-1/6/9_San Julián",-,OptiX OSN 1800 2U Subrack,12-4042,030KAA10C1000065,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-01-30
SDALJASDO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM
DIR: al-JLANSJASJO00-MR8-1/7/9_Sn Julián",-,OptiX OSN 1800 2U Subrack,12-4044,030KAA10C2000027,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-02-16
TPTNJATEO0E.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM
DIR: al-SMEAJASMO03-MR8-1/6/9_San amiguel el Alto",-,OptiX OSN 1800 2U Subrack,12-4041,030KAA10C1000055,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-01-29
MZTLXSMIO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-MZTLXSESO01 WDM_OT40_060UNOO,-,OptiX OSN 1800 2U Subrack,12-1328,030KAA10E5000019,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2014-05-05
ARRGXPARO05.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TNLAXPTOO09 WDM_OT40_362ZSUR,-,OptiX OSN 1800 2U Subrack,12-2206,030JVE10C8000019,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-08-23
HTSSXSEHO00.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",-,OptiX OSN 1800 2U Subrack,12-1178,030KAA10B9000024,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-08
MSTLVRMIO00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-LOBKVRLBO03 WDM_OT08_004ZSUR,-,OptiX OSN 1800 2U Subrack,12-2065,030KAC10B6000165,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2012-03-27
MSTLVRMIO00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-MZTRVRMTO0E WDM_OT08_004ZSUR,-,OptiX OSN 1800 2U Subrack,12-2065,030KAC10B5000061,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-05-19
MZTRVRMTO0E.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,5,VER.A,1.10,--,--,DIR: al-MZTRVRBAO00 WDM_OT08_004ZSUR,-,OptiX OSN 1800 2U Subrack,12-2063,030KAC10BC000047,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-12-22
MZTRVRMTO0E.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,6,VER.A,1.10,--,--,"DIR: al-MSTLVRMIO00 WDM_OT08_004ZSUR
",-,OptiX OSN 1800 2U Subrack,12-2063,030KAC10B8000025,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-08-09
MZTRVRMTO0E.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-MZTRVRLIO00 WDM_CT08_106ZSUR,-,OptiX OSN 1800 2U Subrack,12-2063,030KAC10B7000074,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-07-28
VLSGGJVDO05.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-MRLNGJMOO06 WDM_OT40_004ZCEN,-,OptiX OSN 1800 2U Subrack,12-3003,030JVE10B3000050,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-21
VLSGGJVDO05.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,5,VER.A,1.10,--,--,DIR: al-SLMNGJSAO0E WDM_OT40_004ZCEN,-,OptiX OSN 1800 2U Subrack,12-3003,030JVE10B5000070,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-02-18
MRLNGJMOO06.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-VLSGGJVDO05 WDM_OT40_004ZCEN,-,OptiX OSN 1800 2U Subrack,12-3004,030JVE10B3000094,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-24
MRLNGJMOO06.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-SLVTGJSAO0L WDM_OT40_004ZCEN,-,OptiX OSN 1800 2U Subrack,12-3004,030JVE10A4000004,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-08
SLVTGJSAO0L.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-CELYGJAZO1N WDM_OT40_004ZCEN,-,OptiX OSN 1800 2U Subrack,12-3005,030JVE10B3000105,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-24
SLVTGJSAO0L.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-MRLNGJMOO06 WDM_OT40_004ZCEN,-,OptiX OSN 1800 2U Subrack,12-3005,030JVE10B3000100,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-24
SLMNGJSAO0E.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-VLSGGJVDO05 WDM_OT40_004ZCEN,-,OptiX OSN 1800 2U Subrack,12-3002,030JVE10C3000038,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-03-24
SLMNGJSAO0E.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CELYGJCEO0U WDM_OT40_004ZCEN,-,OptiX OSN 1800 2U Subrack,12-3002,030JVE10B5000012,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-12
CELYGJCEO0U.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SLMNGJSAO0E WDM_OT40_004ZCEN,-,OptiX OSN 1800 2U Subrack,12-3001,030JVE10B3000068,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-24
SFLPGJSFO07.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-DOHIGJDHO0E WDM_OT40_130ZCEN,-,OptiX OSN 1800 2U Subrack,12-3134,030JVE10C7000073,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-07-28
