

"Board Report"
"Save Time: 01/02/2015 10:19:37"
"User Name:c1ghutx8"
""

"Total 1,579 Records"

"NE","Board Name","Board Type","NE Type","Subrack ID","Slot ID","Hardware Version","Software Version","Serial Number","Alias","Remarks","Customized Column","Subrack Type","NE ID","Board Bar Code","BIOS Version","FPGA Version","Board Status","Board BOM Item","Management","Description","Manufacture Date"
MZTLXSMRO09.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-MZTLXSEIO00 WDM_OT40_009UNOO,-,OptiX OSN 1800 2U Subrack,12-1077,030JVE10B8000031,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-08-05
MAHLQOMAO06.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-MAHLQOMAO05 WDM_OT40_259ZSUR,-,OptiX OSN 1800 2U Subrack,12-2273,030KAA10C3000124,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-03-29
MAHLQOMAO06.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-BCLRQOBCO04 WDM_OT40_259ZSUR,-,OptiX OSN 1800 2U Subrack,12-2273,030KAA10BB000191,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-12-10
MAHLQOMAO05.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-MAHLQOMAO06 WDM_OT40_259ZSUR,-,OptiX OSN 1800 2U Subrack,12-2274,030JVE10C3000043,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-03-24
ENDDJAENO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-LGMRJALDO0G ANILLO_OT40_169ZCEN,-,OptiX OSN 1800 2U Subrack,12-3176,030KAA10CB000068,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-11-06
ENDDJAENO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-TCLTJATEO02 ANILLO_OT40_169ZCEN,-,OptiX OSN 1800 2U Subrack,12-3176,030KAA10CB000066,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-11-06
LGMRJALDO0G.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-ENDDJAENO02 ANILLO_OT40_169ZCEN,-,OptiX OSN 1800 2U Subrack,12-3177,030KAA10D1000005,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-01-06
LGMRJALDO0G.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-SJLAJASJO03 ANILLO_OT40_169ZCEN,-,OptiX OSN 1800 2U Subrack,12-3177,030KAA10CB000079,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-11-09
JZCVVRJDO05.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-LMSNVRMAO00 WDM_OT40_022ZSUR,-,OptiX OSN 1800 2U Subrack,12-2495,030KAA10DB000215,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-11-27
SJLAJASJO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-JLSTJAJAO05 ANILLO_OT40_169ZCEN,-,OptiX OSN 1800 2U Subrack,12-3178,030KAA10CB000173,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-11-29
SJLAJASJO03.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-LGMRJALDO0G ANILLO_OT40_169ZCEN,-,OptiX OSN 1800 2U Subrack,12-3178,030KAA10C4000128,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-04-17
CTMCVRCAO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-LMSNVRMAO00 WDM_OT40_022ZSUR,-,OptiX OSN 1800 2U Subrack,12-2019,030JVE10C1000084,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-01-31
CTMCVRCAO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SATXVRSAO04 WDM_OT40_022ZSUR,-,OptiX OSN 1800 2U Subrack,12-2019,030JVE10B5000177,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-20
CRUZQRLCO02.02,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-EZMNQREZO06 WDM_OT40_013ZCEN,-,OptiX OSN 1800 2U Subrack,12-3092,030KAA10A7000008,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-01-17
CDGZJATOO0F.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TXPNJATUO01 WDM_OT40_124ZCEN,-,OptiX OSN 1800 2U Subrack,12-4072,030KAA10B9000120,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2011-09-18
TXPNJATUO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-CDGZJATOO0F WDM_OT40_124ZCEN,-,OptiX OSN 1800 2U Subrack,12-4071,030KAA10C1000076,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-01-30
TXPNJATUO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TCTLJATCO01 WDM_OT40_124ZCEN,-,OptiX OSN 1800 2U Subrack,12-4071,030KAA10C1000067,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-01-30
TCTLJATCO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TXPNJATUO01 WDM_OT40_124ZCEN,-,OptiX OSN 1800 2U Subrack,12-4070,030KAA10C1000059,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-01-30
JVRSGJJRO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CELYGJAZO1V WDM_OT40_007ZCEN,-,OptiX OSN 1800 2U Subrack,12-4029,030JVE10B5000054,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-02-18
CELYGJAZO1V.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-JVRSGJJRO01 WDM_OT40_007ZCEN,-,OptiX OSN 1800 2U Subrack,12-4030,030JVE10C2000020,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-02-19
APZCXXAPO0F.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CHPNXXSAO04 WDM_OT40_089ZSUR,-,OptiX OSN 1800 2U Subrack,12-2014,030JVE10B5000203,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-20
CHPNXXSAO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-APZCXXAPO0F WDM_OT40_089ZSUR,-,OptiX OSN 1800 2U Subrack,12-2015,030JVE10B5000167,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-19
TULAHGTUO15.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-ATLQHGATO05 WDM_OT40_173USUR,-,OptiX OSN 1800 2U Subrack,12-3050,030JVE10B3000113,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-24
TULAHGTUO15.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SYNQXMSFO08 WDM_OT40_181UCEN,-,OptiX OSN 1800 2U Subrack,12-3050,030JVE10B3000098,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-24
TJDOHGPIO02.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-ATOTHGATO04 WDM_OT40_173USUR,-,OptiX OSN 1800 2U Subrack,12-3049,030JVE10B3000033,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-19
ATOTHGATO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-TJDOHGPIO02 WDM_OT40_173USUR,-,OptiX OSN 1800 2U Subrack,12-3048,030JVE10B3000034,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-19
ATOTHGATO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-ATLQHGATO05 WDM_OT40_173USUR,-,OptiX OSN 1800 2U Subrack,12-3048,030JVE10B3000106,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-24
ATLQHGATO05.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-ATOTHGATO04 WDM_OT40_173USUR,-,OptiX OSN 1800 2U Subrack,12-3047,030JVE10B5000135,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-05-16
ATLQHGATO05.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TULAHGTUO15 WDM_OT40_173USUR,-,OptiX OSN 1800 2U Subrack,12-3047,030JVE10B3000099,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-24
TEXMPBTMO0E.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SRTLPBSTO00 WDM_CT08_017ZSUR,-,OptiX OSN 1800 2U Subrack,12-2151,030KAC10BC000055,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-12-22
SRTLPBSTO00.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TEXMPBTMO0E WDM_CT08_017ZSUR,-,OptiX OSN 1800 2U Subrack,12-2150,030KAC10BC000012,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2011-12-18
TULAHGTUO15.02,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TLHLHGTHRL0 WDM_OT40_010UCEN,-,OptiX OSN 1800 2U Subrack,12-3073,030JVE10BC000004,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-12-12
TLHLHGTHRL0.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,5,VER.A,1.10,--,--,DIR: al-TXCPHGTXO04 WDM_OT40_010UCEN,-,OptiX OSN 1800 2U Subrack,12-3074,030JVE10C2000053,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-02-21
TLHLHGTHRL0.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-TTALHGTZO03 WDM_OT40_183UCEN,-,OptiX OSN 1800 2U Subrack,12-3074,030JVE10C2000066,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-02-21
TLHLHGTHRL0.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TULAHGTUO15 WDM_OT40_010UCEN,-,OptiX OSN 1800 2U Subrack,12-3074,030JVE10BC000016,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-12-15
JILTXMJIO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SYNQXMSFO08 WDM_OT40_181UCEN,-,OptiX OSN 1800 2U Subrack,12-3075,030JVE10B8000035,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-08-05
BRCAJALBO07.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-DGLLJADEO01 WDM_OT40_175ZCEN,-,OptiX OSN 1800 2U Subrack,12-4145,030KAA10C3000074,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-03-22
DGLLJADEO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-BRCAJALBO07 WDM_OT40_175ZCEN,-,OptiX OSN 1800 2U Subrack,12-4146,030KAA10CB000084,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-11-14
TPTNJATEO0G.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-PGRSJAPEO01 WDM_OT40_123ZCEN,-,OptiX OSN 1800 2U Subrack,12-4091,030KAA10C2000045,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-02-16
PGRSJAPEO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-VDGPJAVDO01 WDM_OT40_123ZCEN,-,OptiX OSN 1800 2U Subrack,12-4090,030KAA10C2000022,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-02-16
PGRSJAPEO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-TPTNJATEO0G WDM_OT40_123ZCEN,-,OptiX OSN 1800 2U Subrack,12-4090,030KAA10C2000007,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-02-16
VDGPJAVDO01.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-PGRSJAPEO01 WDM_OT40_123ZCEN,-,OptiX OSN 1800 2U Subrack,12-4089,030KAA10C2000073,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-02-20
AJCBHGAJO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TXCPHGTXO04 WDM_OT40_010UCEN,-,OptiX OSN 1800 2U Subrack,12-3100,030JVE10B5000088,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-02-20
TXCPHGTXO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-AJCBHGAJO01 WDM_OT40_010UCEN,-,OptiX OSN 1800 2U Subrack,12-3099,030JVE10B6000023,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-02-22
TXCPHGTXO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TLHLHGTHRL0 WDM_OT40_010UCEN,-,OptiX OSN 1800 2U Subrack,12-3099,030JVE10C3000027,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-03-24
TTALHGTZO03.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TLHLHGTHRL0 WDM_OT40_183UCEN,-,OptiX OSN 1800 2U Subrack,12-3101,030JVE10B5000053,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-02-20
RLGRPBVO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-HMNTXXHUO0I WDM_OT40_091ZSUR,-,OptiX OSN 1800 2U Subrack,12-2267,030KAA10CB000076,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-11-09
CUPRGJCPO00.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SPNRGJSPO04 WDM_OT40_009UCEN,-,OptiX OSN 1800 2U Subrack,12-3158,030JVE10B6000044,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-07-03
SPNRGJSPO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SLVTGJSAO0M WDM_OT40_009UCEN,-,OptiX OSN 1800 2U Subrack,12-3095,030JVE10C1000080,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-01-31
SPNRGJSPO04.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-CUPRGJCPO00 WDM_OT40_009UCEN,-,OptiX OSN 1800 2U Subrack,12-3095,030JVE10B7000037,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-07-23
SLVTGJSAO0M.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TRMRGJTAO01 WDM_OT40_009UCEN,-,OptiX OSN 1800 2U Subrack,12-3026,030JVE10B3000059,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-24
SLVTGJSAO0M.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-SPNRGJSPO04 WDM_OT40_009UCEN,-,OptiX OSN 1800 2U Subrack,12-3026,030JVE10C3000045,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-03-24
TRMRGJTAO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-SLVTGJSAO0M WDM_OT40_009UCEN,-,OptiX OSN 1800 2U Subrack,12-3025,030JVE10B3000035,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2011-03-19
SPMLJASPO06.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-MNZNJAMNO00 WDM_OT40_021ZCEN,-,OptiX OSN 1800 2U Subrack,12-4086,030KAA10D1000055,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-01-22
SPMLJASPO06.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-CIHTJACIO00 WDM_OT40_021ZCEN,-,OptiX OSN 1800 2U Subrack,12-4086,030KAA10D1000065,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2013-01-24
LEONGJPRO05.01,MR4,TNF1MR4 (TNF1MR401),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"DIR: al-LEONGJHLO00 WDM_CT08_133ZCEN
",-,OptiX OSN 1800 2U Subrack,12-3157,030KAC10B6000114,/,/,Normal,03030KAC,--,"OptiX OSN 1800,TNF1MR401,4-Channel Optical Add/Drop Multiplexing Board(1471/1491/1511/1531nm),CWDM",2012-03-24
MXTCJAMXO01.01,MR4,TNF1MR4 (TNF1MR413),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR413_(193.3/193.4/193.5/193.6THz),DWDM
DIR: al-NCHSZCNTO02-MR4-1/7/5_Nochistlán",-,OptiX OSN 1800 2U Subrack,12-4092,030JVE10C2000036,/,/,Normal,03030JVE,--,"OptiX OSN 1800,TNF1MR413,4-Channel Optical Add/Drop Multiplexing Board(193.3/193.4/193.5/193.6THz),DWDM",2012-02-19
JLSTJAJAO04.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-TCLTJATEO01 WDM_OT40_158ZCEN,-,OptiX OSN 1800 2U Subrack,12-4136,030KAA10C7000020,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-07-11
JLSTJAJAO04.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,6,VER.A,1.10,--,--,DIR: al-TPTNJATEO0H WDM_OT40_158ZCEN,-,OptiX OSN 1800 2U Subrack,12-4136,030KAA10C7000018,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-07-11
TPTNJATEO0H.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,DIR: al-JLSTJAJAO04 WDM_OT40_158ZCEN,-,OptiX OSN 1800 2U Subrack,12-4137,030KAA10C4000153,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-04-19
ZPPNJAAUO02.01,MR8,TNF1MR8 (TNF1MR802),OptiX OSN 1800,0,7,VER.A,1.10,--,--,"TNF1MR802_(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM
DIR: al-IXRIJAIO00-MR8-1/7/9_Ixtlahuacan",-,OptiX OSN 1800 2U Subrack,12-4142,030KAA10CB000073,/,/,Normal,03030KAA,--,"OptiX OSN 1800,TNF1MR802,8-Channel Optical Add/Drop Multiplexing Board(192.9/193.0/193.1/193.2/193.3/193.4/193.5/193.6THz),DWDM",2012-11-09
