

"OTU Board Wavelength Info Report"
"Save Time: 01/02/2015 11:12:31"
"User Name:c1ghutx8"
""

"Total 3,909 Records"

"NE Name","NE Type","NE ID","Slot No.","Board Name","Port No.","Port Name","Wavelength(Band/No./Wavelength/Frequency)"
ARCRXSARO02.01,OptiX OSN 1800,12-1024,Shelf0(REPISA 1)-4,LSX,1,1(IN/OUT),C/16/1535.04nm/195.300THz
ARMRXKAMO01.01,OptiX OSN 1800,12-4063,Shelf0(REPISA 1)-5,LSX,1,1(IN/OUT a-COLMXKCOO09-LSX-1/3-1),C/54/1550.12nm/193.400THz
ARMRXKAMO01.01,OptiX OSN 1800,12-4063,Shelf0(REPISA 1)-4,LSX,1,1(IN/OUT a-TCMNXKTEO04-LSX-1/1/1),C/54/1550.12nm/193.400THz
ARMRXKAMO01.01,OptiX OSN 1800,12-4063,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT a-COLMXKCOO09-LSX-1/2/1),C/52/1549.32nm/193.500THz
ARMRXKAMO01.01,OptiX OSN 1800,12-4063,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT a-COLMXKCOO09-LSX-2/1/1 PASSTROUGHT),C/56/1550.92nm/193.300THz
ARMRXKAMO01.01,OptiX OSN 1800,12-4063,Shelf0(REPISA 1)-1,LSX,3,3(RX/TX a-TCMNXKTEO04-LSX-1/3/1 PASSTROUGHT),C/56/1550.92nm/193.300THz
ARMRXKAMO01.01,OptiX OSN 1800,12-4063,Shelf0(REPISA 1)-3,LSX,1,1(IN/OUT a-COLMXKCOO09-LSX-1/1/1),C/52/1549.32nm/193.500THz
ARMRXKAMO01.02,OptiX OSN 1800,12-4133,Shelf0(REPISA 2)-1,LOE,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
ARNDJAARO02.01,OptiX OSN 1800,12-4124,Shelf0(REPISA 1)-2,LQM,1,1(IN1/OUT1 A-SICGJASIO02-LQM2-1/2/1),C/54/1550.12nm/193.400THz
ARNDJAARO02.01,OptiX OSN 1800,12-4124,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT A-TPTNJATE001-LSX-1/1/1),C/62/1553.33nm/193.000THz
ARRGXPARO05.01,OptiX OSN 1800,12-2206,Shelf0(REPISA 1)-1,LOE,1,1(IN1/OUT1_1/10Gb/193.30/ARRGXPARO05-TNLAXPTOO09),C/56/1550.92nm/193.300THz
ARRGXPARO05.01,OptiX OSN 1800,12-2206,Shelf0(REPISA 1)-2,LQM,1,1(IN1/OUT1_2/2.5Gb/193.40/ARRGXPARO05-TNLAXPTOO09),C/54/1550.12nm/193.400THz
ARRGXPARO05.01,OptiX OSN 1800,12-2206,Shelf0(REPISA 1)-3,LOE,1,1(IN1/OUT1),C/52/1549.32nm/193.500THz
ATEAJAATO02.01,OptiX OSN 1800,12-4127,Shelf0(REPISA 1)-3,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
ATEAJAATO02.01,OptiX OSN 1800,12-4127,Shelf0(REPISA 1)-3,LQM2,2,2(IN2/OUT2),C/56/1550.92nm/193.300THz
ATEAJAATO02.01,OptiX OSN 1800,12-4127,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT),C/60/1552.52nm/193.100THz
ATEAJAATO02.01,OptiX OSN 1800,12-4127,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT),C/62/1553.33nm/193.000THz
ATEAJAATO04.01,OptiX OSN 1800,12-4126,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1-al-AYLNJAACO02_OSN1800_1/2/1),C/56/1550.92nm/193.300THz
ATEAJAATO04.01,OptiX OSN 1800,12-4126,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),/
ATEAJAATO04.01,OptiX OSN 1800,12-4126,Shelf0(REPISA 1)-3,LSX,1,1(IN/OUT_al-AYLNJAACO02-OSN1800_1/3/1),C/64/1554.13nm/192.900THz
ATEAJAATO04.01,OptiX OSN 1800,12-4126,Shelf0(REPISA 1)-4,LOE,1,1(IN1/OUT1),C/54/1550.12nm/193.400THz
ATLNJAAUO07.01,OptiX OSN 1800,12-4075,Shelf0(REPISA 1)-3,LOE,1,1(IN1/OUT1),C/52/1549.32nm/193.500THz
ATLNJAAUO07.01,OptiX OSN 1800,12-4075,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_AL_UDTLJAUDO02_LQM2-1/2/1),C/60/1552.52nm/193.100THz
ATLNJAAUO07.01,OptiX OSN 1800,12-4075,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2_AL_UDTLJAUDO02_LQM2-1/2/2),C/58/1551.72nm/193.200THz
ATLNJAAUO07.01,OptiX OSN 1800,12-4075,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_AL_TECLJATEO03_LQM2-1/1/1),C/64/1554.13nm/192.900THz
ATLNJAAUO07.01,OptiX OSN 1800,12-4075,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_AL_TECLJATEO03_LQM2-1/1/2),C/62/1553.33nm/193.000THz
ATLNJAAUO07.01,OptiX OSN 1800,12-4075,Shelf0(REPISA 1)-5,LOE,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
ATLNJAAUO07.01,OptiX OSN 1800,12-4075,Shelf0(REPISA 1)-4,LOE,1,1(IN1/OUT1),C/50/1548.51nm/193.600THz
ATLQHGATO05.01,OptiX OSN 1800,12-3047,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.30/ATLQHGATO05-TULAHGTUO15),C/56/1550.92nm/193.300THz
ATLQHGATO05.01,OptiX OSN 1800,12-3047,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2),/
ATLQHGATO05.01,OptiX OSN 1800,12-3047,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT_1/10Gb/193.40/ATOTHGATO04-TULAHGTUO15),C/54/1550.12nm/193.400THz
ATLQHGATO05.01,OptiX OSN 1800,12-3047,Shelf0(REPISA 1)-2,LSX,3,3(RX/TX_1/10Gb/193.40/ATOTHGATO04-TULAHGTUO15),C/54/1550.12nm/193.400THz
ATLQHGATO05.01,OptiX OSN 1800,12-3047,Shelf0(REPISA 1)-3,LSX,1,1(IN/OUT_1/10Gb/193.50/TJDOHGPIO02-TULAHGTUO15),C/52/1549.32nm/193.500THz
ATLQHGATO05.01,OptiX OSN 1800,12-3047,Shelf0(REPISA 1)-3,LSX,3,3(RX/TX_1/10Gb/193.50/TJDOHGPIO02-TULAHGTUO15),C/52/1549.32nm/193.500THz
ATLQHGATO05.01,OptiX OSN 1800,12-3047,Shelf0(REPISA 1)-4,LQM,1,1(IN1/OUT1_2/2.5Gb/193.60/ATLQHGATO05-TULAHGTUO15),C/50/1548.51nm/193.600THz
ATOTHGATO04.01,OptiX OSN 1800,12-3048,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT_1/10Gb/193.40/ATOTHGATO04-TULAHGTUO15),C/54/1550.12nm/193.400THz
ATOTHGATO04.01,OptiX OSN 1800,12-3048,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT_2/10Gb/193.40/ATOTHGATO04-TJDOHGPIO02),C/54/1550.12nm/193.400THz
ATOTHGATO04.01,OptiX OSN 1800,12-3048,Shelf0(REPISA 1)-3,LSX,1,1(IN/OUT_1/10Gb/193.50/TJDOHGPIO02-TULAHGTUO15),C/52/1549.32nm/193.500THz
ATOTHGATO04.01,OptiX OSN 1800,12-3048,Shelf0(REPISA 1)-3,LSX,3,3(RX/TX_1/10Gb/193.50/TJDOHGPIO02-TULAHGTUO15),C/52/1549.32nm/193.500THz
ATOTHGATO04.01,OptiX OSN 1800,12-3048,Shelf0(REPISA 1)-4,LQM2,1,1(IN1/OUT1_3/2.5Gb/193.30/ATOTHGATO04-TJDOHGPIO02),C/56/1550.92nm/193.300THz
ATOTHGATO04.01,OptiX OSN 1800,12-3048,Shelf0(REPISA 1)-4,LQM2,2,2(IN2/OUT2),/
ATPNVRATO00.01,OptiX OSN 1800,12-2054,Shelf0(REPISA  1)-1,LQM2,1,1(IN1/OUT1_1/2.5Gb/192.50/ATPNVRATO00-JALCVRJAO00),C/72/1557.36nm/192.500THz
ATPNVRATO00.01,OptiX OSN 1800,12-2054,Shelf0(REPISA  1)-1,LQM2,2,2(IN2/OUT2),/
ATPNVRATO00.01,OptiX OSN 1800,12-2054,Shelf0(REPISA  1)-5,LQM,1,1(IN1/OUT1_1/2.5Gb/192.80/ATPNVRATO00-VEZAVRVEO00),C/66/1554.94nm/192.800THz
ATPNVRATO00.01,OptiX OSN 1800,12-2054,Shelf0(REPISA  1)-4,LQM,1,1(IN1/OUT1_1/2.5Gb/192.80/ATPNVRATO00-VEZAVRVEO00),C/66/1554.94nm/192.800THz
ATQZJAATO00.01,OptiX OSN 1800,12-4037,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.3/ATQZJAATO00-SLTOJACAO05),C/56/1550.92nm/193.300THz
ATQZJAATO00.01,OptiX OSN 1800,12-4037,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2),/
AYCNVRACO09.01,OptiX OSN 1800,12-2089,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_A-SYALVRSUO03-LQM2-1/2/2),C/62/1553.33nm/193.000THz
AYCNVRACO09.01,OptiX OSN 1800,12-2089,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2_A-MNLNVRMIO05-LQM2-2/3/1),C/62/1553.33nm/193.000THz
AYCNVRACO09.01,OptiX OSN 1800,12-2089,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_A-SYALVRSUO03-LQM2-1/1/2),C/64/1554.13nm/192.900THz
AYCNVRACO09.01,OptiX OSN 1800,12-2089,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_A-MNLNVRMIO05-LQM2-2/2/1),C/64/1554.13nm/192.900THz
AYCNVRACO0E.01,OptiX OSN 1800,12-2464,Shelf0(Repisa 1)-1,LOE,1,1(IN1/OUT1_2/10Gb/193.00/AYCNVRACO0E-TXTPVRTTO01),C/62/1553.33nm/193.000THz
AYCNVRACO0E.01,OptiX OSN 1800,12-2464,Shelf0(Repisa 1)-2,LQM,1,1(IN1/OUT1_1/2.5Gb/192.90/AYCNVRACO0E-TXTPVRTTO01),C/64/1554.13nm/192.900THz
AYLNJAACO02.01,OptiX OSN 1800,12-4125,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_al-ATEAJAATO04_OSN1800_1/2/1),C/56/1550.92nm/193.300THz
AYLNJAACO02.01,OptiX OSN 1800,12-4125,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),/
AYLNJAACO02.01,OptiX OSN 1800,12-4125,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT A-TPTNJATE001-LSX-1/2/1),C/62/1553.33nm/193.000THz
AYLNJAACO02.01,OptiX OSN 1800,12-4125,Shelf0(REPISA 1)-3,LSX,1,1(IN/OUT_al-ATEAJAATO04_OSN1800_1/3/1),C/64/1554.13nm/192.900THz
AYLNJAACO02.01,OptiX OSN 1800,12-4125,Shelf0(REPISA 1)-4,LOE,1,1(IN1/OUT1),C/54/1550.12nm/193.400THz
AYUTJAAYO02.01,OptiX OSN 1800,12-4198,Shelf0-1,LOE,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
BCHLXPBHO01.01,OptiX OSN 1800,12-2280,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.6/BCHLXPBHO01-IXTPXPITO02),C/50/1548.51nm/193.600THz
BCHLXPBHO01.01,OptiX OSN 1800,12-2280,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_1/2.5Gb/193.6/BCHLXPBHO01-PNSLXPPNO02),C/50/1548.51nm/193.600THz
BCHLXPBHO01.01,OptiX OSN 1800,12-2280,Shelf0(REPISA 1)-2,LOE,1,1(IN1/OUT1_1/10Gb/193.3/BCHLXPBHO01-PNSLXPPNO02),C/56/1550.92nm/193.300THz
BCHLXPBHO01.01,OptiX OSN 1800,12-2280,Shelf0(REPISA 1)-3,LOE,1,1(IN1/OUT1_1/10Gb/193.30/BCHLXPBHO01-TXGRXPTGO1H),C/56/1550.92nm/193.300THz
BCLRQOBCO04.01,OptiX OSN 1800,12-2272,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.50/BCLRQOBCO04-MAHLQOMAO06),C/52/1549.32nm/193.500THz
BCLRQOBCO04.01,OptiX OSN 1800,12-2272,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_3/2.5Gb/193.50/BCLRQOBCO04-CDCHQOCHO16),C/52/1549.32nm/193.500THz
BCLRQOBCO04.01,OptiX OSN 1800,12-2272,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.30/BCLRQOBCO04-CDCHQOCHO16),C/56/1550.92nm/193.300THz
BCLRQOBCO04.01,OptiX OSN 1800,12-2272,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2_2/2.5Gb/193.40/BCLRQOBCO04-CDCHQOCHO16),C/54/1550.12nm/193.400THz
BCLRQOBCO04.01,OptiX OSN 1800,12-2272,Shelf0(REPISA 1)-2,LQM2,7,7(RX5/TX5_1/2.5Gb/193.40/BCLRQOBCO04-MAHLQOMAO05),C/54/1550.12nm/193.400THz
BCRMXSBAO01.01,OptiX OSN 1800,12-1075,Shelf0(REPISA 1)-2,LQM,1,1(IN1/OUT1_A_CLCNXSHOO04_LQM_1/4/1),CWDM/13/1511.00nm/-THz
BCRMXSBAO01.01,OptiX OSN 1800,12-1075,Shelf0(REPISA 1)-1,LQM,1,1(A-CLCNXSHOO04-OSN1800II-1/2/1),CWDM/12/1491.00nm/-THz
BCRSXNBUO01.01,OptiX OSN 1800,12-4002,Shelf0(REPISA 1)-6,LQM2,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
BCRSXNBUO01.01,OptiX OSN 1800,12-4002,Shelf0(REPISA 1)-6,LQM2,2,2(IN2/OUT2),C/52/1549.32nm/193.500THz
BCRSXNBUO01.01,OptiX OSN 1800,12-4002,Shelf0(REPISA 1)-5,LSX,1,1(IN/OUT),C/54/1550.12nm/193.400THz
BCVNXRBNO01.01,OptiX OSN 1800,12-1017,Shelf0(REPISA 1)-4,LSX,1,1(IN/OUT_195.3),C/16/1535.04nm/195.300THz
BCVNXRBNO01.01,OptiX OSN 1800,12-1017,Shelf0(REPISA 1)-4,LSX,3,3(RX/TX_195.3),C/16/1535.04nm/195.300THz
BCVNXRBNO01.01,OptiX OSN 1800,12-1017,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1 A-FNDCXRRMO00-LQM2-1/1/2_193.3),C/56/1550.92nm/193.300THz
BCVNXRBNO01.01,OptiX OSN 1800,12-1017,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2 A-NVJAXRNAO0J-LQM-1/1/1_193.3),C/56/1550.92nm/193.300THz
BCVNXRBNO01.01,OptiX OSN 1800,12-1017,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT A-FNDCXRRMO00-LSX-1/2/3_193.4 PASSTHROUGH),C/54/1550.12nm/193.400THz
BCVNXRBNO01.01,OptiX OSN 1800,12-1017,Shelf0(REPISA 1)-2,LSX,3,3(RX/TX A-BCVNXRBNO01-LSX-1/2/1_193.4),C/54/1550.12nm/193.400THz
BCVNXRBNO01.01,OptiX OSN 1800,12-1017,Shelf0(REPISA 1)-3,LQM2,1,1(IN1/OUT1 A-NVJAXRNAO0J-LQM-1/3/1_193.6),C/50/1548.51nm/193.600THz
BCVNXRBNO01.01,OptiX OSN 1800,12-1017,Shelf0(REPISA 1)-3,LQM2,2,2(IN2/OUT2),/
BEJZXBBEO01.01,OptiX OSN 1800,12-78,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
BEJZXBBEO01.01,OptiX OSN 1800,12-78,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2),C/62/1553.33nm/193.000THz
BEJZXBBEO01.01,OptiX OSN 1800,12-78,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1),C/60/1552.52nm/193.100THz
BEJZXBBEO01.01,OptiX OSN 1800,12-78,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),/
BEJZXBBEO01.01,OptiX OSN 1800,12-78,Shelf0(REPISA 1)-5,LSX,1,1(IN/OUT),C/58/1551.72nm/193.200THz
BERMEJILLO,OptiX OSN 1800,12-1254,Shelf0-1,LQM2,1,1(IN1/OUT1),C/54/1550.12nm/193.400THz
BERMEJILLO,OptiX OSN 1800,12-1254,Shelf0-1,LQM2,2,2(IN2/OUT2),/
BERMEJILLO,OptiX OSN 1800,12-1254,Shelf0-2,LSX,1,1(IN/OUT),C/52/1549.32nm/193.500THz
BHDHOABDO0A.01,OptiX OSN 1800,12-2047,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_1/2.5Gb/1511/BHDHOABDO0A-SMHTOASHO00),CWDM/13/1511.00nm/-THz
BJCHOABCO01.01,OptiX OSN 1800,209-34208,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_1/2.5Gb/193.30/BJCHOABCO01-PTESOAPEO0F),C/56/1550.92nm/193.300THz
BLLAVRBAO00.01,OptiX OSN 1800,12-2091,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_1/2.5Gb/192.90/BLLAVRBAO00-JALPVRAMO0O),C/64/1554.13nm/192.900THz
BLLAVRBAO00.01,OptiX OSN 1800,12-2091,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_1/2.5Gb/192.90/BLLAVRBAO00-CCTZVRCCO01),C/64/1554.13nm/192.900THz
BLLAVRBAO00.01,OptiX OSN 1800,12-2091,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_2/2.5Gb/193.00/BLLAVRBAO00-JALPVRAMO0O),C/62/1553.33nm/193.000THz
BLLAVRBAO00.01,OptiX OSN 1800,12-2091,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),/
BLLAVRBAO00.01,OptiX OSN 1800,12-2091,Shelf0(REPISA 1)-3,LOE,1,1(IN1/OUT1_3/10Gb/193.50/BLLAVRBAO00-JALPVRAMO0O),C/52/1549.32nm/193.500THz
BLLAVRBAO00.01,OptiX OSN 1800,12-2091,Shelf0(REPISA 1)-4,LOE,1,1(IN1/OUT1_2/10Gb/193.50/BLLAVRBAO00-CCTZVRCCO01),C/52/1549.32nm/193.500THz
BLLAVRBAO00.01,OptiX OSN 1800,12-2091,Shelf0(REPISA 1)-5,LSX,1,1(IN/OUT_2/10Gb/193.60/JALPVRAMO0O-NLCOVRNLO02),C/50/1548.51nm/193.600THz
BLLAVRBAO00.01,OptiX OSN 1800,12-2091,Shelf0(REPISA 1)-5,LSX,3,3(RX/TX_2/10Gb/193.60/JALPVRAMO0O-NLCOVRNLO02),C/50/1548.51nm/193.600THz
BLLAVRBAO00.02,OptiX OSN 1800,12-2535,Shelf0(REPISA 2)-1,LOE,1,1(IN1/OUT1_4/10Gb/195.30/BLLAVRBAO00-JALPVRAMO0O),C/16/1535.04nm/195.300THz
BNJATAIBO01.01,OptiX OSN 1800,12-2106,Shelf0(Repisa 1)-1,LQM,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
BNJZXBBEO00.01,OptiX OSN 1800,12-34,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT),C/52/1549.32nm/193.500THz
BNJZXBBEO00.01,OptiX OSN 1800,12-34,Shelf0(REPISA 1)-1,LSX,3,3(RX/TX_OCUPADO_SIN_ETIQUETA),C/52/1549.32nm/193.500THz
BNJZXBBEO00.01,OptiX OSN 1800,12-34,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT),C/50/1548.51nm/193.600THz
BNJZXBBEO00.01,OptiX OSN 1800,12-34,Shelf0(REPISA 1)-2,LSX,3,3(RX/TX_OCUPADO_SIN_ETIQUETA),C/50/1548.51nm/193.600THz
BNJZXBBEO00.01,OptiX OSN 1800,12-34,Shelf0(REPISA 1)-3,LQM2,1,1(IN1/OUT1),C/60/1552.52nm/193.100THz
BNJZXBBEO00.01,OptiX OSN 1800,12-34,Shelf0(REPISA 1)-3,LQM2,2,2(IN2/OUT2),C/58/1551.72nm/193.200THz
BNJZXBBEO00.01,OptiX OSN 1800,12-34,Shelf0(REPISA 1)-4,LQM2,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
BNJZXBBEO00.01,OptiX OSN 1800,12-34,Shelf0(REPISA 1)-4,LQM2,2,2(IN2/OUT2),C/54/1550.12nm/193.400THz
BNJZXBBEO00.01,OptiX OSN 1800,12-34,Shelf0(REPISA 1)-5,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
BNJZXBBEO00.01,OptiX OSN 1800,12-34,Shelf0(REPISA 1)-5,LQM2,2,2(IN2/OUT2),C/62/1553.33nm/193.000THz
BNJZXBBEO00.02,OptiX OSN 1800,12-76,Shelf0(REPISA 2)-1,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
BNJZXBBEO00.02,OptiX OSN 1800,12-76,Shelf0(REPISA 2)-1,LQM2,2,2(IN2/OUT2),/
BNJZXBBEO00.02,OptiX OSN 1800,12-76,Shelf0(REPISA 2)-5,LSX,1,1(IN/OUT),C/16/1535.04nm/195.300THz
BNJZXBBEO00.02,OptiX OSN 1800,12-76,Shelf0(REPISA 2)-6,LSX,1,1(IN/OUT),/
BRBRGJSBO00.01,OptiX OSN 1800,12-3190,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.00/BRBRGJSBO00-SARSGJSRO00),C/62/1553.33nm/193.000THz
BRBRGJSBO00.01,OptiX OSN 1800,12-3190,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2),/
BRCAJALBO05.01,OptiX OSN 1800,12-4131,Shelf0(REPISA 1)-5,LQM,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
BRCAJALBO05.01,OptiX OSN 1800,12-4131,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT),/
BRCAJALBO05.01,OptiX OSN 1800,12-4131,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT),C/60/1552.52nm/193.100THz
BRCAJALBO05.01,OptiX OSN 1800,12-4131,Shelf0(REPISA 1)-3,LOE,1,1(IN1/OUT1),C/50/1548.51nm/193.600THz
BRCAJALBO07.01,OptiX OSN 1800,12-4145,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_A-DGLLJADEO01_OSN1800_1/1/1),C/64/1554.13nm/192.900THz
BRCAJALBO07.01,OptiX OSN 1800,12-4145,Shelf0(REPISA 1)-2,LOE,1,1(IN1/OUT1_A-DGLLJADEO01-OSN1800_1/2/1),C/50/1548.51nm/193.600THz
BRCAJALBO08,OptiX OSN 1800,12-4196,Shelf0-1,LQM,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
BRNLQRBEO01.01,OptiX OSN 1800,12-3145,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_1/2.5GE/1471/BRNLQRBEO01-EZMNQREZO07),CWDM/11/1471.00nm/-THz
BRNLQRBEO01.01,OptiX OSN 1800,12-3145,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_2/2.5GE/1491/BRNLQRBEO01-EZMNQREZO07),CWDM/12/1491.00nm/-THz
BVABVRBVO00.01,OptiX OSN 1800,12-2055,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_1/2.5Gb/192.80/ATPNVRATO00-BVABVRBVO00),C/66/1554.94nm/192.800THz
BVABVRBVO00.01,OptiX OSN 1800,12-2055,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2_1/2.5Gb/192.80/BVABVRBVO00-RNNDVRRNO02),C/66/1554.94nm/192.800THz
BVABVRBVO00.01,OptiX OSN 1800,12-2055,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_1/2.5Gb/192.60/BVABVRBVO00-JALCVRJAO00),C/70/1556.55nm/192.600THz
CBLTXSCBO01.01,OptiX OSN 1800,12-1177,Shelf0(REPISA 1)-1,LOE,1,1(IN1/OUT1_AL_CBLTXSCBO01-MR8-1/7/8),C/50/1548.51nm/193.600THz
CBPRXSCUO00.01,OptiX OSN 1800,12-1162,Shelf0(REPISA 1)-1,LOE,1,1(IN1/OUT1_1/10Gb/193.1/CBPRXSCUO00-GSVEXSGU00F),C/60/1552.52nm/193.100THz
CBPRXSCUO00.01,OptiX OSN 1800,12-1162,Shelf0(REPISA 1)-3,LSX,1,1(IN/OUT_1/10Gb/193.4/ESNRXSENO00-GSVEXSGU00F),C/54/1550.12nm/193.400THz
CBPRXSCUO00.01,OptiX OSN 1800,12-1162,Shelf0(REPISA 1)-3,LSX,3,3(RX/TX_1/10Gb/193.4/ESNRXSENO00-GSVEXSGU00F),C/54/1550.12nm/193.400THz
CCHPVRCCO00.01,OptiX OSN 1800,12-2454,Shelf0(Repisa 1)-1,LOE,1,1(IN1/OUT1),C/62/1553.33nm/193.000THz
CCHPVRCCO00.01,OptiX OSN 1800,12-2454,Shelf0(Repisa 1)-2,LQM2,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
CCHPVRCCO00.01,OptiX OSN 1800,12-2454,Shelf0(Repisa 1)-2,LQM2,2,2(IN2/OUT2),/
CCLAJACOO05.01,OptiX OSN 1800,12-4117,Shelf0(REPISA 1)-4,LSX,1,1(IN/OUT_1/10Gb/193.00/GUADJATGO1Q-TQLAJATEO0E),C/62/1553.33nm/193.000THz
CCLAJACOO05.01,OptiX OSN 1800,12-4117,Shelf0(REPISA 1)-4,LSX,3,3(RX/TX_1/10Gb/193.00/GUADJATGO1Q-TQLAJATEO0E),C/62/1553.33nm/193.000THz
CCLAJACOO05.01,OptiX OSN 1800,12-4117,Shelf0(REPISA 1)-3,LSX,1,1(IN/OUT_1/10Gb/193.30/CCLAJACOO05-TQLAJATEO0E ),C/56/1550.92nm/193.300THz
CCLAJACOO05.01,OptiX OSN 1800,12-4117,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT_1/4Gb/193.20/AMECJAAMO05-GUADJATGO1Q  ),C/58/1551.72nm/193.200THz
CCLAJACOO05.01,OptiX OSN 1800,12-4117,Shelf0(REPISA 1)-2,LSX,3,3(RX/TX_1/4Gb/193.20/AMECJAAMO05-GUADJATGO1Q  ),C/58/1551.72nm/193.200THz
CCLAJACOO05.01,OptiX OSN 1800,12-4117,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT_1/10Gb/193.60/AMECJAAMO05-CCLAJACOO05),C/50/1548.51nm/193.600THz
CCLAJACOO05.02,OptiX OSN 1800,12-4118,Shelf0(REPISA 2)-1,LSX,1,1(IN/OUT_1/10Gb/193.10/GUADJATGO1Q-TALAJATAO04),C/60/1552.52nm/193.100THz
CCLAJACOO05.02,OptiX OSN 1800,12-4118,Shelf0(REPISA 2)-1,LSX,3,3(RX/TX_1/10Gb/193.10/GUADJATGO1Q-TALAJATAO04),C/60/1552.52nm/193.100THz
CCLAJACOO05.02,OptiX OSN 1800,12-4118,Shelf0(REPISA 2)-5,LSX,1,1(IN/OUT_1/10Gb/193.60/CCLAJACOO05-SCFLJASCO03),C/50/1548.51nm/193.600THz
CCLAJACOO05.02,OptiX OSN 1800,12-4118,Shelf0(REPISA 2)-4,LSX,1,1(IN/OUT_1/10Gb/193.50/GUADJATGO1Q-SCFLJASCO03),C/52/1549.32nm/193.500THz
