

"OTU Board Wavelength Info Report"
"Save Time: 01/02/2015 11:12:31"
"User Name:c1ghutx8"
""

"Total 3,909 Records"

"NE Name","NE Type","NE ID","Slot No.","Board Name","Port No.","Port Name","Wavelength(Band/No./Wavelength/Frequency)"
HRMSXRCAO08.01,OptiX OSN 1800,12-1066,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT al_HRMSXRGAO15_1/2/1),C/56/1550.92nm/193.300THz
HRMSXRFRO02,OptiX OSN 1800,12-1327,Shelf0-1,LQM,1,1(IN1/OUT1),C/54/1550.12nm/193.400THz
HRMSXRGAO15.01,OptiX OSN 1800,12-1064,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT),C/50/1548.51nm/193.600THz
HRMSXRGAO15.01,OptiX OSN 1800,12-1064,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT   al_HRMSXRGAO18_1/1/1),C/52/1549.32nm/193.500THz
HRMSXRGAO18.01,OptiX OSN 1800,12-1063,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT),C/54/1550.12nm/193.400THz
HRMSXRGAO18.01,OptiX OSN 1800,12-1063,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT   al_HRMSXRGAO15_1/1/1),C/52/1549.32nm/193.500THz
HRMSXRGAO18.02,OptiX OSN 1800,12-1283,Shelf0(REPISA 2)-1,LSX,1,1(IN/OUT),C/60/1552.52nm/193.100THz
HRMSXRGAO18.02,OptiX OSN 1800,12-1283,Shelf0(REPISA 2)-3,LSX,1,1(IN/OUT),C/64/1554.13nm/192.900THz
HRMSXRGAO18.02,OptiX OSN 1800,12-1283,Shelf0(REPISA 2)-5,LSX,1,1(IN/OUT),C/62/1553.33nm/193.000THz
HRMSXRLIO00.01,OptiX OSN 1800,12-1333,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
HRMSXRLPO00.01,OptiX OSN 1800,12-1067,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1 AL_HRMSXRYAO11   1/1/1),CWDM/13/1511.00nm/-THz
HRMSXRNUO09,OptiX OSN 1800,12-1324,Shelf0-1,LQM2,1,1(IN1/OUT1),C/54/1550.12nm/193.400THz
HRMSXRNUO09,OptiX OSN 1800,12-1324,Shelf0-1,LQM2,2,2(IN2/OUT2),C/52/1549.32nm/193.500THz
HRMSXRNUO09,OptiX OSN 1800,12-1324,Shelf0-2,LQM2,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
HRMSXRNUO09,OptiX OSN 1800,12-1324,Shelf0-2,LQM2,2,2(IN2/OUT2),/
HRMSXRRGO01,OptiX OSN 1800,12-1325,Shelf0-1,LQM,1,1(IN1/OUT1),C/56/1550.92nm/193.300THz
HRMSXRYAO1.01,OptiX OSN 1800,12-1065,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT al_HRMSXRGAO18_1/2/1),C/54/1550.12nm/193.400THz
HRMSXRYAO1.01,OptiX OSN 1800,12-1065,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT al_HRMSXRCAO08_1/1/1),C/56/1550.92nm/193.300THz
HRMSXRYAO1.02,OptiX OSN 1800,12-1285,Shelf0(REPISA 2)-1,LSX,1,1(IN/OUT),C/58/1551.72nm/193.200THz
HRMSXRYAO1.02,OptiX OSN 1800,12-1285,Shelf0(REPISA 2)-3,LSX,1,1(IN/OUT),C/62/1553.33nm/193.000THz
HRMSXRYAO11.01,OptiX OSN 1800,12-1068,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1 AL_HRMSXRLPO00 1/1/1),CWDM/13/1511.00nm/-THz
HRMSXRYAO1E.01,OptiX OSN 1800,12-1042,Shelf0(REPISA 1)-2,LQM,1,1(IN1/OUT1A-ELVCXRELO03-LQM-1/1/1),C/54/1550.12nm/193.400THz
HRMSXRYAO1E.01,OptiX OSN 1800,12-1042,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1A-SPESXRPO00-LQM-1/1/1),C/52/1549.32nm/193.500THz
HRTAJALHO02.01,OptiX OSN 1800,12-4073,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_A-CSCSJACAO03-OSN1800II-1/1/1),C/56/1550.92nm/193.300THz
HRTAJALHO02.01,OptiX OSN 1800,12-4073,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_A-CSCSJACAO03-OSN1800II-1/1/2),C/54/1550.12nm/193.400THz
HRTAJALHO02.01,OptiX OSN 1800,12-4073,Shelf0(REPISA 1)-2,LOE,1,1(IN1/OUT1_al-CSCSJACAO03-OSN1800_1/2/1),C/52/1549.32nm/193.500THz
HRTAJALHO02.01,OptiX OSN 1800,12-4073,Shelf0(REPISA 1)-3,LSX,1,1(IN/OUT),C/50/1548.51nm/193.600THz
HRTAJALHO02.01,OptiX OSN 1800,12-4073,Shelf0(REPISA 1)-3,LSX,3,3(RX/TX),C/50/1548.51nm/193.600THz
HTSSXSEHO00.01,OptiX OSN 1800,12-1178,Shelf0(REPISA 1)-1,LOE,1,1(IN1/OUT1 A-GSVEXSGUO0C-LOE-2/2/1),C/56/1550.92nm/193.300THz
HYTPXXHEO02.01,OptiX OSN 1800,12-2253,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_1/2.5Gb/192.90/HYTPXXHEO02-SNSXXXSSO02),C/64/1554.13nm/192.900THz
HYTPXXHEO02.01,OptiX OSN 1800,12-2253,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2),/
HYTPXXHEO02.01,OptiX OSN 1800,12-2253,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.00/APZCXXAPO0P-HYTPXXHEO02),C/62/1553.33nm/193.000THz
HYTPXXHEO02.01,OptiX OSN 1800,12-2253,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),/
HYTPXXHEO02.01,OptiX OSN 1800,12-2253,Shelf0(REPISA 1)-3,LOE,1,1(IN1/OUT1_1/10Gb/193.30/HYTPXXHEO02-MUOZXXMDO02),C/56/1550.92nm/193.300THz
IAEEVRICO01.02,OptiX OSN 1800,12-2425,Shelf0(REPISA 2)-2,LOE,1,1(IN1/OUT1_1/10Gb/195.30/IAEEVRICO01-NRJSVRNAO08),C/16/1535.04nm/195.300THz
IAEEVRICO01.02,OptiX OSN 1800,12-2425,Shelf0(REPISA 2)-3,LOE,1,1(IN1/OUT1),C/64/1554.13nm/192.900THz
IGALDUIAO01.01,OptiX OSN 1800,12-1054,Shelf0(REPISA 1)-4,LQM2,1,1(IN1/OUT1 A-GACSDUACO00-LQM2-1/1/1),C/60/1552.52nm/193.100THz
IGALDUIAO01.01,OptiX OSN 1800,12-1054,Shelf0(REPISA 1)-4,LQM2,2,2(IN2/OUT2),/
IGALDUIAO01.01,OptiX OSN 1800,12-1054,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT A-DURNDUZAO07-LSX-1/2/1),C/54/1550.12nm/193.400THz
IGALDUIAO01.01,OptiX OSN 1800,12-1054,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_A-LSMYDULMO00-LQM2-1/1/2),C/62/1553.33nm/193.000THz
IGALDUIAO01.01,OptiX OSN 1800,12-1054,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_A-IGRMDUIRO00-LQM2-1/1/1),C/62/1553.33nm/193.000THz
IGRMDUIRO00.01,OptiX OSN 1800,12-1053,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1 A-IGALDUIAO02-LQM2-1/1/2),C/62/1553.33nm/193.000THz
IGRMDUIRO00.01,OptiX OSN 1800,12-1053,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2 A-CDGDDUGVO05-LQM2-1/3/2),C/62/1553.33nm/193.000THz
ILBSXRLUO02.01,OptiX OSN 1800,12-42,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_A-GOSCXRGDO00-LQM2-1/1/1),C/64/1554.13nm/192.900THz
ILBSXRLUO02.01,OptiX OSN 1800,12-42,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2),/
ILBSXRLUO03.01,OptiX OSN 1800,12-69,Shelf0(REPISA 1)-3,LSX,1,1(IN/OUT),C/52/1549.32nm/193.500THz
ILBSXRLUO03.01,OptiX OSN 1800,12-69,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_A-ILBSXRLUO03-MR8-R1/S6/P2),C/62/1553.33nm/193.000THz
ILBSXRLUO03.01,OptiX OSN 1800,12-69,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2),/
IRPTGJGPO0L.01,OptiX OSN 1800,12-3070,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_A-ABSOGJABO03-LQM2-1/1/1_192.9),/
IRPTGJGPO0L.01,OptiX OSN 1800,12-3070,Shelf0(REPISA 1)-2,LSX,1,1(IN/OUT_2/10Gb/193.20/ABSOGJABO03-IRPTGJGPO0L),C/58/1551.72nm/193.200THz
IRPTGJGPO0L.01,OptiX OSN 1800,12-3070,Shelf0(REPISA 1)-3,LSX,1,1(IN/OUT_A-PJMOGJPEO0G-LSX-1/3/1_193.3),C/56/1550.92nm/193.300THz
IRPTGJGPO0L.01,OptiX OSN 1800,12-3070,Shelf0(REPISA 1)-4,LSX,1,1(IN/OUT_A-PUNVGJPNO02-LSX-1/1/1_193.4),C/54/1550.12nm/193.400THz
IRPTGJGPO0L.01,OptiX OSN 1800,12-3070,Shelf0(REPISA 1)-5,LSX,1,1(IN/OUT_A-VLSGGJVDO06-LSX-2/1/1_193.5),C/52/1549.32nm/193.500THz
IRPTGJGPO0L.01,OptiX OSN 1800,12-3070,Shelf0(REPISA 1)-6,LSX,1,1(IN/OUT_A-SLMNGJSAO0F-LSX-1/1/1_193.6),C/50/1548.51nm/193.600THz
IRPTGJGPO0L.02,OptiX OSN 1800,12-3080,Shelf0(REPISA 2)-1,LQM2,1,1(IN1/OUT1),C/60/1552.52nm/193.100THz
IRPTGJGPO0L.02,OptiX OSN 1800,12-3080,Shelf0(REPISA 2)-1,LQM2,2,2(IN2/OUT2),/
IRPTGJIRO0H.01,OptiX OSN 1800,12-3060,Shelf0(REPISA 1)-1,LSX,1,1(IN1/OUT1_A-ABSOGJABO03-LSX-1/3/1_193.2),C/58/1551.72nm/193.200THz
IRPTGJIRO0H.01,OptiX OSN 1800,12-3060,Shelf0(REPISA 1)-2,LSX,1,1(IN1/OUT1_A-PJMOGJPEO0G-LSX-1/4/1_193.3),C/56/1550.92nm/193.300THz
IRPTGJIRO0H.01,OptiX OSN 1800,12-3060,Shelf0(REPISA 1)-3,LSX,1,1(IN/OUT_A-PUNVGJPNO02-LSX-1/2/1_193.400),C/54/1550.12nm/193.400THz
IRPTGJIRO0H.01,OptiX OSN 1800,12-3060,Shelf0(REPISA 1)-4,LSX,1,1(IN/OUT_A-VLSGGJVDO06-LSX-2/2/1_193.5),C/52/1549.32nm/193.500THz
IRPTGJIRO0H.01,OptiX OSN 1800,12-3060,Shelf0(REPISA 1)-5,LSX,1,1(IN/OUT_A-SLMNGJSAO0F-LSX-1/2/1_193.6),C/50/1548.51nm/193.600THz
IRPTGJIRO0H.02,OptiX OSN 1800,12-3061,Shelf0(REPISA 2)-1,LQM,1,1(IN1/OUT1_A-SLMNGJSAO0F-LQM-1/3/1_192.9),C/64/1554.13nm/192.900THz
ISLAVRISO01.01,OptiX OSN 1800,12-2077,Shelf0(REPISA 1)-3,LQM,1,1(IN1/OUT1_1/2.5Gb/193.40/RCLRVRRCO04-SJBTOATTO0K),C/54/1550.12nm/193.400THz
ISLAVRISO01.01,OptiX OSN 1800,12-2077,Shelf0(REPISA 1)-3,LQM,3,3(RX1/TX1_1/2.5Gb/193.40/RCLRVRRCO04-SJBTOATTO0K),C/54/1550.12nm/193.400THz
ISLAVRISO01.01,OptiX OSN 1800,12-2077,Shelf0(REPISA 1)-2,LQM,1,1(IN1/OUT1_1/2.5Gb/193.30/ISLAVRISO01-RCLRVRRCO04),C/56/1550.92nm/193.300THz
ISLAVRISO01.01,OptiX OSN 1800,12-2077,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_1/2.5Gb/193.30/ISLAVRISO01-LMBOOALBO0A),/
ISLAVRISO01.01,OptiX OSN 1800,12-2077,Shelf0(REPISA 1)-4,LQM,1,1(IN1/OUT1_1/2.5Gb/193.50/ISLAVRISO01-SJBTOATTO0K),C/52/1549.32nm/193.500THz
ISLAVRISO01.02,OptiX OSN 1800,12-2487,Shelf0-1,LOE,1,1(IN1/OUT1_2/10Gb/193.00/ISLAVRISO01-RCLRVRRCO04),C/62/1553.33nm/193.000THz
ISLAVRISO01.02,OptiX OSN 1800,12-2487,Shelf0-2,LOE,1,1(IN1/OUT1_2/10Gb/193.00/ISLAVRISO01-LMBOOALBO0A),C/62/1553.33nm/193.000THz
ITCCVRIX001.01,OptiX OSN 1800,12-2139,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_A-MZTRVRMTO0F-OSN1800II-1/1/1),CWDM/11/1471.00nm/-THz
IXRIJAIXO01.01,OptiX OSN 1800,12-4141,Shelf0(REPISA 1)-1,LOE,1,1(IN1/OUT1_A_ZPPNJAAUO02_LOE_1/1/1),C/64/1554.13nm/192.900THz
IXRIJAIXO01.01,OptiX OSN 1800,12-4141,Shelf0(REPISA 1)-2,LQM,1,1(IN1/OUT1_A_ZPPNJAAUO02_LQM_1/2/1),C/62/1553.33nm/193.000THz
IXTHPBLLO00.01,OptiX OSN 1800,12-2074,Shelf0(REPISA 1)-2,LQM,1,1(IN1/OUT1_A-TZTNPBMIO0G-OSN1800II-1/1/2),CWDM/12/1491.00nm/-THz
IXTHPBLLO00.01,OptiX OSN 1800,12-2074,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_A-TZTNPBTEO02-OSN1800II-1/2/1),CWDM/11/1471.00nm/-THz
IXTPXPITO02.01,OptiX OSN 1800,12-2281,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.60/CDCOXPCCO04-IXTPXPITO02),C/50/1548.51nm/193.600THz
IXTPXPITO02.01,OptiX OSN 1800,12-2281,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_1/2.5Gb/193.60/BCHLXPBHO01-IXTPXPITO02),C/50/1548.51nm/193.600THz
IXTPXPITO02.01,OptiX OSN 1800,12-2281,Shelf0(REPISA 1)-2,LOE,1,1(IN1/OUT1_1/10Gb/193.10/IXTPXPITO02-TXGRXPTGO1H),C/60/1552.52nm/193.100THz
IXTPXPITO02.01,OptiX OSN 1800,12-2281,Shelf0(REPISA 1)-3,LSX,1,1(IN/OUT_1/10Gb/193.30/BCHLXPBHO01-TXGRXPTGO1H),C/56/1550.92nm/193.300THz
IXTPXPITO02.01,OptiX OSN 1800,12-2281,Shelf0(REPISA 1)-3,LSX,3,3(RX/TX_1/10Gb/193.30/BCHLXPBHO01-TXGRXPTGO1H),C/56/1550.92nm/193.300THz
IZMTPBMAO0Q.01,OptiX OSN 1800,12-2285,Shelf0(REPISA 1)-1,LOE,1,1(IN1/OUT1_1/10Gb/193.00/ATCGPBATO0I-IZMTPBMAO0Q),C/62/1553.33nm/193.000THz
IZMTPBMAO0Q.01,OptiX OSN 1800,12-2285,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_2/2.5Gb/193.10/ATCGPBATO0I-IZMTPBMAO0Q),C/60/1552.52nm/193.100THz
IZMTPBMAO0Q.01,OptiX OSN 1800,12-2285,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),/
IZMTPBMAO0Q.01,OptiX OSN 1800,12-2285,Shelf0(REPISA 1)-3,LOE,1,1(IN1/OUT1_3/10Gb/193.20/ATCGPBATO0I-IZMTPBMAO0Q),C/58/1551.72nm/193.200THz
IZMTPBMAO0Q.01,OptiX OSN 1800,12-2285,Shelf0(REPISA 1)-4,LOE,1,1(IN1/OUT1_1/10Gb/193.30/CKTLPBCHO02-IZMTPBMAO0Q),C/56/1550.92nm/193.300THz
JALCVRJAO00.01,OptiX OSN 1800,12-2072,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1),CWDM/11/1471.00nm/-THz
JALCVRJAO00.01,OptiX OSN 1800,12-2072,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2),/
JALCVRJAO00.01,OptiX OSN 1800,12-2072,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1),CWDM/12/1491.00nm/-THz
JALCVRJAO00.01,OptiX OSN 1800,12-2072,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),CWDM/12/1491.00nm/-THz
JALCVRJAO00.01,OptiX OSN 1800,12-2072,Shelf0(REPISA 1)-3,LOE,1,1(IN1/OUT1),C/6/1531.12nm/195.800THz
JALCVRJAO00.01,OptiX OSN 1800,12-2072,Shelf0(REPISA 1)-4,LOE,1,1(IN1/OUT1),C/6/1531.12nm/195.800THz
JALPVRAMO0L.01,OptiX OSN 1800,12-2008,Shelf0(REPISA 1)-1,LSX,1,1(IN/OUT_1/10Gb/193.30/JALPVRAMO0L-PRTEVRPEO03),C/56/1550.92nm/193.300THz
JALPVRAMO0L.01,OptiX OSN 1800,12-2008,Shelf0(REPISA 1)-2,LQM,1,1(IN1/OUT1_2/2.5Gb/193.40/JALPVRAMO0L-PRTEVRPEO03),C/54/1550.12nm/193.400THz
JALPVRAMO0L.01,OptiX OSN 1800,12-2008,Shelf0(REPISA 1)-3,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.30/JALPVRAMO0L-RFLCVRSAO01),C/56/1550.92nm/193.300THz
JALPVRAMO0L.01,OptiX OSN 1800,12-2008,Shelf0(REPISA 1)-3,LQM2,2,2(IN2/OUT2_2/2.5Gb/193.40/JALPVRAMO0L-RFLCVRSAO01),C/54/1550.12nm/193.400THz
JALPVRAMO0L.01,OptiX OSN 1800,12-2008,Shelf0(REPISA 1)-4,LOE,1,1(IN1/OUT1_1/10Gb/193.50/ACJTVRACO01-JALPVRAMO0L),C/52/1549.32nm/193.500THz
JALPVRAMO0L.01,OptiX OSN 1800,12-2008,Shelf0(REPISA 1)-5,LOE,1,1(IN1/OUT1_3/10Gb/193.60/JALPVRAMO0L-RFLCVRSAO01),C/50/1548.51nm/193.600THz
JALPVRAMO0O.01,OptiX OSN 1800,12-2090,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_1/2.5Gb/192.90/BLLAVRBAO00-JALPVRAMO0O),C/64/1554.13nm/192.900THz
JALPVRAMO0O.01,OptiX OSN 1800,12-2090,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_2/2.5Gb/193.00/BLLAVRBAO00-JALPVRAMO0O),C/62/1553.33nm/193.000THz
JALPVRAMO0O.01,OptiX OSN 1800,12-2090,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.10/CCTZVRCCO01-JALPVRAMO0O),C/60/1552.52nm/193.100THz
JALPVRAMO0O.01,OptiX OSN 1800,12-2090,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2_1/2.5Gb/193.20/JALPVRAMO0O-NLCOVRNLO02),C/58/1551.72nm/193.200THz
JALPVRAMO0O.01,OptiX OSN 1800,12-2090,Shelf0(REPISA 1)-3,LQM,1,1(IN1/OUT1_1/2.5Gb/193.30/CCNQVRCHO02-JALPVRAMO0O),C/56/1550.92nm/193.300THz
JALPVRAMO0O.01,OptiX OSN 1800,12-2090,Shelf0(REPISA 1)-4,LOE,1,1(IN1/OUT1_3/10Gb/193.50/BLLAVRBAO00-JALPVRAMO0O),C/52/1549.32nm/193.500THz
JALPVRAMO0O.01,OptiX OSN 1800,12-2090,Shelf0(REPISA 1)-5,LOE,1,1(IN1/OUT1_2/10Gb/193.60/JALPVRAMO0O-NLCOVRNLO02),C/50/1548.51nm/193.600THz
JALPVRAMO0O.02,OptiX OSN 1800,12-2534,Shelf0(REPISA 2)-1,LOE,1,1(IN1/OUT1_4/10Gb/195.30/BLLAVRBAO00-JALPVRAMO0O),C/16/1535.04nm/195.300THz
JALPVRAMO0O.02,OptiX OSN 1800,12-2534,Shelf0(REPISA 2)-2,LOE,1,1(IN1/OUT1_2/10Gb/195.40/CCTZVRCCO01-JALPVRAMO0O),C/14/1534.25nm/195.400THz
JALPVRAMO0O.02,OptiX OSN 1800,12-2534,Shelf0(REPISA 2)-3,LOE,1,1(IN1/OUT1),C/12/1533.47nm/195.500THz
JALPVRAMO0O.02,OptiX OSN 1800,12-2534,Shelf0(REPISA 2)-4,LOE,1,1(IN1/OUT1_2/10Gb/195.60/CCNQVRCHO02-JALPVRAMO0O),C/10/1532.68nm/195.600THz
JALPVRHCO00.01,OptiX OSN 1800,12-2240,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_al-JALPVRSUO04-OSN1800II-1/1/1),CWDM/11/1471.00nm/-THz
JALPVRJAO00.01,OptiX OSN 1800,12-2049,Shelf0(REPISA 1)-3,LQM,1,1(IN1/OUT1_1/2.5Gb/192.30/CRGOVRCGO00-JALCVRJAO00),C/76/1558.98nm/192.300THz
JALPVRJAO00.01,OptiX OSN 1800,12-2049,Shelf0(REPISA 1)-4,LQM,1,1(IN1/OUT1_1/2.5Gb/192.40/JALCVRJAO00-VEZAVRVEO00),C/74/1558.17nm/192.400THz
JALPVRJAO00.01,OptiX OSN 1800,12-2049,Shelf0(REPISA 1)-5,LQM,1,1(IN1/OUT1_1/2.5Gb/192.50/ATPNVRATO00-JALCVRJAO00),C/72/1557.36nm/192.500THz
JALPVRJAO00.01,OptiX OSN 1800,12-2049,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_1/2.5Gb/192.10/DSRSVRDRO00-JALCVRJAO00),C/80/1560.61nm/192.100THz
JALPVRJAO00.01,OptiX OSN 1800,12-2049,Shelf0(REPISA 1)-6,LQM,1,1(IN1/OUT1_1/2.5Gb/192.60/BVABVRBVO00-JALCVRJAO00),C/70/1556.55nm/192.600THz
JALPVRJAO00.01,OptiX OSN 1800,12-2049,Shelf0(REPISA 1)-2,LQM,1,1(IN1/OUT1_1/2.5Gb/192.20/CRFOVRCFO00-JALCVRJAO00),C/78/1559.79nm/192.200THz
JALPVRJAO00.02,OptiX OSN 1800,12-2098,Shelf0(REPISA 2)-1,LQM,1,1(IN1/OUT1_1/2.5Gb/192.70/JALCVRJAO00-RNNDVRRNO02),C/68/1555.75nm/192.700THz
JALPVRJAO00.02,OptiX OSN 1800,12-2098,Shelf0(REPISA 2)-2,LQM,1,1(IN1/OUT1_2/2.5Gb/192.80/DSRSVRDRO00-JALCVRJAO00),C/66/1554.94nm/192.800THz
JALPVRJAO00.03,OptiX OSN 1800,12-2111,Shelf0(REPISA 3)-4,LQM,1,1(IN1/OUT1_2/2.5Gb/192.80/JALCVRJAO00-RNNDVRRNO02),C/66/1554.94nm/192.800THz
JALPVRJAO00.04,OptiX OSN 1800,12-2497,Shelf0(REPISA 4)-1,LQM2,1,1(IN1/OUT1_3/2.5Gb/192.90/DSRSVRDRO00-JALCVRJAO00),C/64/1554.13nm/192.900THz
JALPVRJAO00.04,OptiX OSN 1800,12-2497,Shelf0(REPISA 4)-1,LQM2,2,2(IN2/OUT2),/
JALPVRJAO00.04,OptiX OSN 1800,12-2497,Shelf0(REPISA 4)-4,LQM2,1,1(IN1/OUT1),C/62/1553.33nm/193.000THz
JALPVRJAO00.04,OptiX OSN 1800,12-2497,Shelf0(REPISA 4)-4,LQM2,2,2(IN2/OUT2),/
JALPVRSUO04.01,OptiX OSN 1800,12-2241,Shelf0(REPISA 1)-1,LQM,1,1(IN1/OUT1_al-JALPVRHCO00-OSN1800II-1/1/1),CWDM/11/1471.00nm/-THz
JAPAZCJAO02.01,OptiX OSN 1800,12-4050,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.3/JHPLZCJCO01-JAPAZCJAO02),C/56/1550.92nm/193.300THz
JAPAZCJAO02.01,OptiX OSN 1800,12-4050,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_1/2.5Gb/193.4/JHPLZCJCO01-JAPAZCJAO02),C/54/1550.12nm/193.400THz
JAPAZCJAO02.01,OptiX OSN 1800,12-4050,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.3/JAPAZCJAO02-TBSCZCTBO02),C/56/1550.92nm/193.300THz
JAPAZCJAO02.01,OptiX OSN 1800,12-4050,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2_1/2.5Gb/193.4/JAPAZCJAO02-TBSCZCTBO02),C/54/1550.12nm/193.400THz
JAPAZCJAO02.01,OptiX OSN 1800,12-4050,Shelf0(REPISA 1)-3,LQM2,1,1(IN1/OUT1 al_JHPLZCJCO01_1/2/1),C/52/1549.32nm/193.500THz
JAPAZCJAO02.01,OptiX OSN 1800,12-4050,Shelf0(REPISA 1)-3,LQM2,2,2(IN2/OUT2),/
JAPAZCJAO02.02,OptiX OSN 1800,12-4052,Shelf0(REPISA 2)-1,LSX,1,1(IN1/OUT1_1/10Gb/193.0/AGSCXAGAO08-JAPAZCJAO02),C/62/1553.33nm/193.000THz
JAPAZCTOO01.01,OptiX OSN 1800,12-1210,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_2/2.5Gb/193.00/JAPAZCTOO01-TLLTZCTLO02),C/62/1553.33nm/193.000THz
JAPAZCTOO01.01,OptiX OSN 1800,12-1210,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2),/
JAPAZCTOO01.01,OptiX OSN 1800,12-1210,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_1/2.5Gb/192.90/JAPAZCTOO01-TLLTZCTLO02  ),C/64/1554.13nm/192.900THz
JAPAZCTOO01.01,OptiX OSN 1800,12-1210,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_1/2.5Gb/193.10/JAPAZCTOO01-TPHTZCTHO00),C/60/1552.52nm/193.100THz
JCHNOAJUO19.01,OptiX OSN 1800,12-2172,Shelf0(REPISA 1)-2,LQM,1,1(IN1/OUT1_2/2.5Gb/193.50/ESPNOAEEO03-JCHNOAJUO19),C/52/1549.32nm/193.500THz
JCHNOAJUO19.01,OptiX OSN 1800,12-2172,Shelf0(REPISA 1)-4,LQM2,1,1(IN1/OUT1_1/2.5Gb/193.50/JCHNOAJUO19-MTRMOAMRO08),C/52/1549.32nm/193.500THz
JCHNOAJUO19.01,OptiX OSN 1800,12-2172,Shelf0(REPISA 1)-4,LQM2,2,2(IN2/OUT2),/
JCHNOAJUO1E.01,OptiX OSN 1800,12-2218,Shelf0(REPISA 1)-1,LQM2,1,1(IN1/OUT1_A-SDINOASDO01-OSN1800II-1/1/1),C/56/1550.92nm/193.300THz
JCHNOAJUO1E.01,OptiX OSN 1800,12-2218,Shelf0(REPISA 1)-1,LQM2,2,2(IN2/OUT2_A-SGNLOASN002-OSN1800II-1/2/1),C/54/1550.12nm/193.400THz
JCHNOAJUO1E.01,OptiX OSN 1800,12-2218,Shelf0(REPISA 1)-2,LQM2,1,1(IN1/OUT1_A-SGNLOASN002-OSN1800II-1/1/2),C/52/1549.32nm/193.500THz
JCHNOAJUO1E.01,OptiX OSN 1800,12-2218,Shelf0(REPISA 1)-2,LQM2,2,2(IN2/OUT2_A-CHHSOACAO01-OSN1800II-1/1/1),C/50/1548.51nm/193.600THz
JCHNOAJUO1E.01,OptiX OSN 1800,12-2218,Shelf0(REPISA 1)-3,LQM,1,1(IN1/OUT1),C/52/1549.32nm/193.500THz
